#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	85829	89944	-	KDBBKD_00480	yuaQ	Uncharacterized protein YuaQ	GO:0009279, GO:0016021, RefSeq:WP_000995793.1, SO:0001217, UniParc:UPI00000C4EA2, UniRef:UniRef100_Q9JMS3, UniRef:UniRef50_Q9JMS3, UniRef:UniRef90_Q9JMS3
contig_1	cds	90665	91612	+	KDBBKD_00485	ompP	omptin family outer membrane protease OmpP	EC:3.4.23.-, EC:3.4.23.49, GO:0004190, GO:0006508, GO:0009279, GO:0016021, KEGG:K01355, RefSeq:WP_001193612.1, SO:0001217, UniParc:UPI0000130D14, UniRef:UniRef100_P34210, UniRef:UniRef50_P09169, UniRef:UniRef90_P34210
contig_1	cds	91705	93204	+	KDBBKD_00490	yuaR	Putative hydrolase YuaR	EC:3.4.-.-, GO:0016787, RefSeq:WP_010892530.1, SO:0001217, UniParc:UPI000013C185, UniRef:UniRef100_P34211, UniRef:UniRef50_P34211, UniRef:UniRef90_P34211
contig_1	cds	93961	94701	+	KDBBKD_00495	intM	putative site-specific recombinase	COG:COG4974, COG:L, GO:0003677, GO:0006310, GO:0015074, RefSeq:WP_001066941.1, SO:0001217, UniParc:UPI000012D6FE, UniRef:UniRef100_P56979, UniRef:UniRef50_P56979, UniRef:UniRef90_P56979
contig_1	cds	94791	94910	+	KDBBKD_00500		hypothetical protein	SO:0001217, UniParc:UPI0001789F07, UniRef:UniRef100_A0A446E6X1, UniRef:UniRef50_B1P7J0, UniRef:UniRef90_A0A2X5VRG3
contig_1	cds	94986	95963	-	KDBBKD_00505	repA	RepFIB replication protein A	GO:0003677, GO:0003887, GO:0006270, GO:0006276, RefSeq:WP_000361610.1, SO:0001217, UniParc:UPI000013369F, UniRef:UniRef100_Q57154, UniRef:UniRef50_Q57154, UniRef:UniRef90_Q57154
contig_1	cds	96803	97444	-	KDBBKD_00510	yuaU	Uncharacterized protein YuaU	RefSeq:WP_000990665.1, SO:0001217, UniParc:UPI00000C4EA5, UniRef:UniRef100_Q9JMS0, UniRef:UniRef50_Q1R1Y6, UniRef:UniRef90_Q1R1Y6
contig_1	ncRNA	98346	98437	-	KDBBKD_00515	UptR	Escherichia coli small RNA (uptR) gene	RFAM:RF02568, SO:0000655
contig_1	cds	98483	98650	-	KDBBKD_00520		hypothetical protein	RefSeq:WP_000218294.1, SO:0001217, UniParc:UPI0000D50F71, UniRef:UniRef100_A0A0J3V1Q5, UniRef:UniRef50_A0A0J3V1Q5, UniRef:UniRef90_A0A0J3V1Q5
contig_1	cds	99559	99849	+	KDBBKD_00525	yuaX	Uncharacterized protein YuaX	RefSeq:WP_000538310.1, SO:0001217, UniParc:UPI00000C4EA8, UniRef:UniRef100_Q9JMR7, UniRef:UniRef50_Q9JMR7, UniRef:UniRef90_Q9JMR7
contig_1	cds	99839	100738	+	KDBBKD_00530	yuaY	Uncharacterized protein YuaY	RefSeq:WP_000963206.1, SO:0001217, UniParc:UPI00000DA0F3, UniRef:UniRef100_Q9JMR6, UniRef:UniRef50_Q9JMR6, UniRef:UniRef90_Q9JMR6
contig_1	cds	100788	103013	-	KDBBKD_00535	pifA	Phage T7 exclusion protein	RefSeq:WP_000698737.1, SO:0001217, UniParc:UPI000000111B, UniRef:UniRef100_P96329, UniRef:UniRef50_P96329, UniRef:UniRef90_P96329
contig_1	cds	103015	104103	-	KDBBKD_00540	pifC	transcriptional repressor PifC	GO:0003677, RefSeq:WP_000952217.1, SO:0001217, UniParc:UPI0000131AA2, UniRef:UniRef100_P10030, UniRef:UniRef50_P10030, UniRef:UniRef90_P10030
contig_1	cds	104683	104901	+	KDBBKD_00545	ccdA	type II toxin-antitoxin system antitoxin CcdA	GO:0003677, GO:0017053, GO:0045892, GO:0110001, RefSeq:WP_000813634.1, SO:0001217, UniParc:UPI00001272A3, UniRef:UniRef100_P62553, UniRef:UniRef50_P62553, UniRef:UniRef90_P62553
contig_1	cds	104903	105208	+	KDBBKD_00550	ccdB	type II toxin-antitoxin system toxin CcdB	GO:0006276, GO:0008657, GO:0017053, GO:0045892, GO:0110001, GO:2000104, RefSeq:WP_001159868.1, SO:0001217, UniParc:UPI0000061CEC, UniRef:UniRef100_Q52042, UniRef:UniRef50_Q52042, UniRef:UniRef90_Q52042
contig_1	cds	105209	106015	+	KDBBKD_00555	resD	Resolvase	COG:COG4974, COG:L, GO:0003677, GO:0006310, GO:0015074, RefSeq:WP_000016982.1, SO:0001217, UniParc:UPI0000161C9F, UniRef:UniRef100_B1VC46, UniRef:UniRef50_P06615, UniRef:UniRef90_P06615
contig_1	oriC	106016	106788	?			origin of replication	
contig_1	cds	106789	107544	+	KDBBKD_00560	repE	replication initiation protein RepE	COG:COG5527, COG:X, GO:0003677, GO:0003887, GO:0006270, GO:0006276, RefSeq:WP_000852146.1, SO:0001217, UniParc:UPI000011F059, UniRef:UniRef100_P03856, UniRef:UniRef50_P03856, UniRef:UniRef90_P03856
contig_1	cds	108132	109298	+	KDBBKD_00565	sopA	plasmid-partitioning protein SopA	COG:COG1192, COG:DN, GO:0030541, KEGG:K03496, RefSeq:WP_000772446.1, SO:0001217, UniParc:UPI000011F05A, UniRef:UniRef100_P62557, UniRef:UniRef50_P62557, UniRef:UniRef90_P62557
contig_1	cds	109298	110269	+	KDBBKD_00570	sopA	plasmid-partitioning protein SopA	GO:0003677, GO:0030541, KEGG:K03496, RefSeq:WP_000817031.1, SO:0001217, UniParc:UPI0000001013, UniRef:UniRef100_P62559, UniRef:UniRef50_P62559, UniRef:UniRef90_P62559
contig_1	cds	111198	111704	+	KDBBKD_00575	yubA	Uncharacterized protein YubA	SO:0001217, UniParc:UPI00000D41EB, UniRef:UniRef100_Q9S4X5, UniRef:UniRef50_Q9S4X5, UniRef:UniRef90_Q9S4X5
contig_1	cds	111686	112123	+	KDBBKD_00580	yubB	Uncharacterized protein YubB	SO:0001217, UniParc:UPI00000D41EC, UniRef:UniRef100_Q9S4X4, UniRef:UniRef50_Q9S4X4, UniRef:UniRef90_Q9S4X4
contig_1	cds	112509	113192	+	KDBBKD_00585	yubD	Putative methylase YubD	COG:COG0863, COG:L, EC:2.1.1.-, GO:0003677, GO:0006306, GO:0008170, RefSeq:WP_000085939.1, SO:0001217, UniParc:UPI00000D41F5, UniRef:UniRef100_Q9S4X2, UniRef:UniRef50_Q9S4X2, UniRef:UniRef90_Q9S4X2
contig_1	cds	113193	113414	+	KDBBKD_00590	yubE	Uncharacterized protein YubE	RefSeq:WP_001104904.1, SO:0001217, UniParc:UPI00000D41F4, UniRef:UniRef100_Q9S4X1, UniRef:UniRef50_Q9S4X1, UniRef:UniRef90_Q9S4X1
contig_1	cds	113428	113862	+	KDBBKD_00595	yubF	Uncharacterized protein YubF	RefSeq:WP_000274477.1, SO:0001217, UniParc:UPI00000D41F0, UniRef:UniRef100_O82898, UniRef:UniRef50_O82898, UniRef:UniRef90_O82898
contig_1	cds	113908	114684	+	KDBBKD_00600	yubG	Uncharacterized protein YubG	RefSeq:WP_001005032.1, SO:0001217, UniParc:UPI00000D41F2, UniRef:UniRef100_Q9S4W9, UniRef:UniRef50_Q9S4W9, UniRef:UniRef90_Q9S4W9
contig_1	cds	114684	114848	+	KDBBKD_00605		hypothetical protein	SO:0001217, UniParc:UPI00000B151D, UniRef:UniRef100_Q9S4W8, UniRef:UniRef50_A0A2X8BTR8, UniRef:UniRef90_A0A2X8BTR8
contig_1	cds	115098	115523	+	KDBBKD_00610	yubI	Putative antirestriction protein YubI	RefSeq:WP_001198920.1, SO:0001217, UniParc:UPI00000D41F3, UniRef:UniRef100_Q9S4W7, UniRef:UniRef50_Q9S4W7, UniRef:UniRef90_Q9S4W7
contig_1	cds	115570	115992	+	KDBBKD_00615	yubJ	Uncharacterized protein YubJ	RefSeq:WP_000271685.1, SO:0001217, UniParc:UPI00000D42A3, UniRef:UniRef100_O82902, UniRef:UniRef50_O82902, UniRef:UniRef90_O82902
contig_1	cds	115989	116180	+	KDBBKD_00620		hypothetical protein	RefSeq:WP_001027495.1, SO:0001217, UniParc:UPI00000B6A7A, UniRef:UniRef100_Q9S4W6, UniRef:UniRef50_A0A7U9BEJ1, UniRef:UniRef90_Q9S4W6
contig_1	cds	116986	117525	+	KDBBKD_00625	ssbF	Plasmid-derived single-stranded DNA-binding protein	GO:0003697, GO:0006260, RefSeq:WP_000290801.1, SO:0001217, UniParc:UPI0000161CA0, UniRef:UniRef100_P18310, UniRef:UniRef50_P18310, UniRef:UniRef90_P18310
contig_1	cds	117582	117815	+	KDBBKD_00630	yubL	UPF0401 protein YubL	RefSeq:WP_000005990.1, SO:0001217, UniParc:UPI00000BE9BC, UniRef:UniRef100_Q9JMR3, UniRef:UniRef50_Q9JMR3, UniRef:UniRef90_Q9JMR3
contig_1	cds	117881	119839	+	KDBBKD_00635	yubM	Uncharacterized protein YubM	COG:COG1475, COG:D, GO:0003677, KEGG:K03497, RefSeq:WP_000117173.1, SO:0001217, UniParc:UPI00000D41EE, UniRef:UniRef100_Q9S4W2, UniRef:UniRef50_Q9ZGR8, UniRef:UniRef90_Q9ZGR8
contig_1	cds	119894	120328	+	KDBBKD_00640	psiB	conjugation system SOS inhibitor PsiB	RefSeq:WP_000845928.1, SO:0001217, UniParc:UPI00001795E2, UniRef:UniRef100_A0A0H0DNW9, UniRef:UniRef50_P10031, UniRef:UniRef90_A0A383H056
contig_1	cds	120325	121044	+	KDBBKD_00645	psiA	Protein PsiA	RefSeq:WP_000116348.1, SO:0001217, UniParc:UPI000013243B, UniRef:UniRef100_P18148, UniRef:UniRef50_P18148, UniRef:UniRef90_P18148
contig_1	ncRNA	121150	121321	+	KDBBKD_00650	sok	sok antitoxin (CssrC)	RFAM:RF01794, SO:0000655
contig_1	cds	121261	121473	+	KDBBKD_00655	flmC	Protein FlmC	SO:0001217, UniParc:UPI000012A8E4, UniRef:UniRef100_P11519, UniRef:UniRef50_P11519, UniRef:UniRef90_P11519
contig_1	cds	122375	122662	+	KDBBKD_00660	yubO	Uncharacterized protein YubO	RefSeq:WP_000107542.1, SO:0001217, UniParc:UPI00000D41EF, UniRef:UniRef100_Q02885, UniRef:UniRef50_Q02885, UniRef:UniRef90_Q02885
contig_1	cds	122781	123602	+	KDBBKD_00665	yubP	UPF0380 protein YubP	RefSeq:WP_001234417.1, SO:0001217, UniParc:UPI000013C188, UniRef:UniRef100_P18005, UniRef:UniRef50_P18005, UniRef:UniRef90_P18005
contig_1	cds	123898	124407	-	KDBBKD_00670		X polypeptide	RefSeq:WP_038430653.1, SO:0001217, UniParc:UPI0004D0B35B, UniRef:UniRef100_UPI00098BA3CE, UniRef:UniRef50_P47737, UniRef:UniRef90_P47737
contig_1	oriT	124460	124749	?			origin of transfer	
contig_1	cds	124821	125204	+	KDBBKD_00675	traM	Relaxosome protein TraM	GO:0003677, GO:0005737, RefSeq:WP_001151527.1, SO:0001217, UniParc:UPI00001373DD, UniRef:UniRef100_P10026, UniRef:UniRef50_P10026, UniRef:UniRef90_P10026
contig_1	ncRNA-region	125286	125396	+			traJ 5' UTR	RFAM:RF00243, SO:0005836
contig_1	ncRNA	125319	125397	-	KDBBKD_00680	FinP	FinP	RFAM:RF00107, SO:0000655
contig_1	cds	125391	126080	+	KDBBKD_00685	traJ	conjugal transfer transcriptional regulator TraJ	GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_000283385.1, SO:0001217, UniParc:UPI0000003DAA, UniRef:UniRef100_P06626, UniRef:UniRef50_P06626, UniRef:UniRef90_P06626
contig_1	cds	126179	126574	+	KDBBKD_00690	traY	conjugal transfer relaxosome protein TraY	GO:0003677, GO:0005737, RefSeq:WP_001309237.1, SO:0001217, UniParc:UPI0000003DAB, UniRef:UniRef100_P06627, UniRef:UniRef50_P06627, UniRef:UniRef90_P06627
contig_1	cds	126607	126972	+	KDBBKD_00695	traA	type IV conjugative transfer system pilin TraA	GO:0005576, GO:0005886, GO:0016021, RefSeq:WP_000994779.1, SO:0001217, UniParc:UPI000000071C, UniRef:UniRef100_P04737, UniRef:UniRef50_P04737, UniRef:UniRef90_P04737
contig_1	cds	126987	127298	+	KDBBKD_00700	traL	type IV conjugative transfer system protein TraL	RefSeq:WP_000012106.1, SO:0001217, UniParc:UPI0000003DAC, UniRef:UniRef100_Q7B3W7, UniRef:UniRef50_Q7B3W7, UniRef:UniRef90_Q7B3W7
contig_1	cds	127320	127886	+	KDBBKD_00705	traE	type IV conjugative transfer system protein TraE	RefSeq:WP_000399792.1, SO:0001217, UniParc:UPI0000003DAD, UniRef:UniRef100_P08322, UniRef:UniRef50_P08322, UniRef:UniRef90_P08322
contig_1	cds	127873	128601	+	KDBBKD_00710	traK	type-F conjugative transfer system secretin TraK	GO:0009279, RefSeq:WP_001230787.1, SO:0001217, UniParc:UPI0000003DAE, UniRef:UniRef100_P41066, UniRef:UniRef50_P41066, UniRef:UniRef90_P41066
contig_1	cds	128601	130028	+	KDBBKD_00715	traB	Protein TraB	GO:0016887, KEGG:K12065, RefSeq:WP_000146685.1, SO:0001217, UniParc:UPI0000137301, UniRef:UniRef100_P41067, UniRef:UniRef50_P41067, UniRef:UniRef90_P41067
contig_1	cds	130018	130608	+	KDBBKD_00720	traP	Protein TraP	RefSeq:WP_000002792.1, SO:0001217, UniParc:UPI0000003DB0, UniRef:UniRef100_P41068, UniRef:UniRef50_P41068, UniRef:UniRef90_P41068
contig_1	cds	130595	130792	+	KDBBKD_00725	trbD	Protein TrbD	RefSeq:WP_001443030.1, SO:0001217, UniParc:UPI000013731C, UniRef:UniRef100_P41070, UniRef:UniRef50_P41070, UniRef:UniRef90_P41070
contig_1	cds	130804	131055	+	KDBBKD_00730	trbG	conjugal transfer protein TrbG	RefSeq:WP_001038342.1, SO:0001217, UniParc:UPI0000003DB2, UniRef:UniRef100_P41072, UniRef:UniRef50_P41072, UniRef:UniRef90_P41072
contig_1	cds	131052	131567	+	KDBBKD_00735	traV	type IV conjugative transfer system lipoprotein TraV	GO:0009279, RefSeq:WP_010892541.1, SO:0001217, UniParc:UPI00001372FB, UniRef:UniRef100_P41069, UniRef:UniRef50_P41069, UniRef:UniRef90_P41069
contig_1	cds	131916	132020	+	KDBBKD_00740		hypothetical protein	SO:0001217, UniParc:UPI000246EF11, UniRef:UniRef100_A0A075MB37, UniRef:UniRef50_A0A075MB37, UniRef:UniRef90_A0A075MB37
contig_1	cds	132083	134710	+	KDBBKD_00745	traC	type IV secretion system protein TraC	COG:COG3451, COG:U, GO:0005886, KEGG:K12063, RefSeq:WP_001064243.1, SO:0001217, UniParc:UPI00001372DF, UniRef:UniRef100_P18004, UniRef:UniRef50_P18004, UniRef:UniRef90_P18004
contig_1	cds	134707	135093	+	KDBBKD_00750	trbI	type-F conjugative transfer system protein TrbI	RefSeq:WP_000099690.1, SO:0001217, UniParc:UPI0000161CA1, UniRef:UniRef100_D9Z4V7, UniRef:UniRef50_P18006, UniRef:UniRef90_A0A0M1UJ03
contig_1	cds	135090	135722	+	KDBBKD_00755	traW	type-F conjugative transfer system protein TraW	GO:0042597, KEGG:K12061, RefSeq:WP_001203720.1, SO:0001217, UniParc:UPI0000003DB7, UniRef:UniRef100_P18472, UniRef:UniRef50_P18472, UniRef:UniRef90_P18472
contig_1	cds	135719	136711	+	KDBBKD_00760	traU	Protein TraU	GO:0042597, RefSeq:WP_000830185.1, SO:0001217, UniParc:UPI00001372FA, UniRef:UniRef100_P18471, UniRef:UniRef50_P18471, UniRef:UniRef90_P18471
contig_1	cds	136720	137358	+	KDBBKD_00765	trbC	type-F conjugative transfer system pilin assembly protein TrbC	GO:0042597, RefSeq:WP_000777688.1, SO:0001217, UniParc:UPI0000137319, UniRef:UniRef100_P18473, UniRef:UniRef50_P18473, UniRef:UniRef90_P18473
contig_1	cds	137355	139163	+	KDBBKD_00770	traN	type-F conjugative transfer system mating-pair stabilization protein TraN	GO:0009279, KEGG:K12058, RefSeq:WP_000821835.1, SO:0001217, UniParc:UPI00001372F4, UniRef:UniRef100_P24082, UniRef:UniRef50_P24082, UniRef:UniRef90_P24082
contig_1	cds	139190	139447	+	KDBBKD_00775		conjugal transfer protein TrbE	RefSeq:WP_000864318.1, SO:0001217, UniParc:UPI0001E8D43A, UniRef:UniRef100_A0A061KF27, UniRef:UniRef50_Q05807, UniRef:UniRef90_A0A061KF27
contig_1	cds	139440	140183	+	KDBBKD_00780	traF	type-F conjugative transfer system pilin assembly protein TraF	GO:0042597, KEGG:K12057, RefSeq:WP_001030367.1, SO:0001217, UniParc:UPI00001372E7, UniRef:UniRef100_P14497, UniRef:UniRef50_P14497, UniRef:UniRef90_P14497
contig_1	cds	140199	140546	+	KDBBKD_00785	trbA	conjugal transfer protein TrbA	GO:0005886, GO:0016021, RefSeq:WP_001287913.1, SO:0001217, UniParc:UPI0000003DBD, UniRef:UniRef100_P18034, UniRef:UniRef50_P18034, UniRef:UniRef90_P18034
contig_1	cds	140548	140862	-	KDBBKD_00790	artA	Protein ArtA	RefSeq:WP_000415566.1, SO:0001217, UniParc:UPI00001260BC, UniRef:UniRef100_P18032, UniRef:UniRef50_P18032, UniRef:UniRef90_P18032
contig_1	cds	140943	141227	+	KDBBKD_00795	traQ	type-F conjugative transfer system pilin chaperone TraQ	GO:0005886, GO:0016021, RefSeq:WP_000624109.1, SO:0001217, UniParc:UPI0000003DBF, UniRef:UniRef100_P18033, UniRef:UniRef50_P18033, UniRef:UniRef90_P18033
contig_1	cds	141214	141759	+	KDBBKD_00800	trbB	type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB	GO:0042597, RefSeq:WP_000059850.1, SO:0001217, UniParc:UPI0000003DC0, UniRef:UniRef100_P18035, UniRef:UniRef50_P18035, UniRef:UniRef90_P18035
contig_1	cds	141749	142030	+	KDBBKD_00805	trbJ	P-type conjugative transfer protein TrbJ	RefSeq:WP_001244898.1, SO:0001217, UniParc:UPI000016EC73, UniRef:UniRef100_U5KKK7, UniRef:UniRef50_A0A5D4ILD7, UniRef:UniRef90_B1P7R6
contig_1	cds	142017	142397	+	KDBBKD_00810	trbF	Protein TrbF	GO:0005886, GO:0016021, RefSeq:WP_001366201.1, SO:0001217, UniParc:UPI0000137320, UniRef:UniRef100_P15068, UniRef:UniRef50_P15068, UniRef:UniRef90_P15068
contig_1	cds	142394	142861	+	KDBBKD_00815		Conjugative relaxosome accessory transposon protein	SO:0001217, UniRef:UniRef50_A0A8G2M6U2, UniRef:UniRef90_A0A811ASU2
contig_1	ncRNA	142869	142938	-	KDBBKD_00820	RNA-OUT	RNA-OUT	RFAM:RF00240, SO:0000655
contig_1	cds	142931	144139	+	KDBBKD_00825		IS4-like element ISVsa5 family transposase	EC:7.2.4.1, KEGG:K20509, RefSeq:WP_006250222.1, SO:0001217, UniParc:UPI0000003C75, UniRef:UniRef100_Q53371, UniRef:UniRef50_Q53371, UniRef:UniRef90_Q53371
contig_1	cds	144170	145108	+	KDBBKD_00830		Type IV conjugative transfer system protein TraH	KEGG:K12072, SO:0001217, UniRef:UniRef50_A0A655EDV3, UniRef:UniRef90_A0A655EDV3
contig_1	cds	145105	147921	+	KDBBKD_00835	traG	conjugal transfer mating pair stabilization protein TraG	GO:0005886, GO:0016021, RefSeq:WP_001007055.1, SO:0001217, UniParc:UPI0000137384, UniRef:UniRef100_P33790, UniRef:UniRef50_P33790, UniRef:UniRef90_P33790
contig_1	ncRNA	145824	145909	-	KDBBKD_00840	AS-traG	Antisense to traG	RFAM:RF02874, SO:0000644
contig_1	cds	147954	148475	+	KDBBKD_00845	traS	conjugal transfer entry exclusion protein TraS	GO:0005886, RefSeq:WP_000632670.1, SO:0001217, UniParc:UPI0000003DC5, UniRef:UniRef100_P09129, UniRef:UniRef50_P09129, UniRef:UniRef90_P09129
contig_1	cds	148497	149231	+	KDBBKD_00850	traT	TraT complement resistance protein	GO:0009279, SO:0001217, UniParc:UPI0000003DC6, UniRef:UniRef100_P13979, UniRef:UniRef50_P13979, UniRef:UniRef90_P13979
contig_1	cds	149484	151637	+	KDBBKD_00855		type IV conjugative transfer system coupling protein TraD	EC:7.4.2.8, KEGG:K03205, RefSeq:WP_053905128.1, SO:0001217, UniParc:UPI0006B5C1D6, UniRef:UniRef100_UPI0006B5C1D6, UniRef:UniRef50_P09130, UniRef:UniRef90_UPI0006B5C1D6
contig_1	cds	151646	152044	-	KDBBKD_00860	vapC	tRNA(fMet)-specific endonuclease VapC	EC:3.1.-.-, GO:0000287, GO:0004519, GO:0004540, RefSeq:WP_000911324.1, SO:0001217, UniParc:UPI0000003DC9, UniRef:UniRef100_Q84A22, UniRef:UniRef50_O06662, UniRef:UniRef90_O06662
contig_1	cds	152044	152271	-	KDBBKD_00865	vapB	toxin-antitoxin system antitoxin VapB	COG:COG4456, COG:S, GO:0003677, RefSeq:WP_000450532.1, SO:0001217, UniParc:UPI0000003DCA, UniRef:UniRef100_P18355, UniRef:UniRef50_O06663, UniRef:UniRef90_O06663
contig_1	cds	152353	157623	+	KDBBKD_00870	traI	conjugative transfer relaxase/helicase TraI	GO:0005886, GO:0016021, RefSeq:WP_000987005.1, SO:0001217, UniParc:UPI000013738E, UniRef:UniRef100_P14565, UniRef:UniRef50_P14565, UniRef:UniRef90_P14565
contig_1	ncRNA	155202	155278	-	KDBBKD_00875	AS-traI	Antisense to traI	RFAM:RF02873, SO:0000644
contig_1	cds	157643	158389	+	KDBBKD_00880	traX	conjugal transfer pilus acetylase TraX	GO:0005886, GO:0016021, RefSeq:WP_000205776.1, SO:0001217, UniParc:UPI00001376B3, UniRef:UniRef100_P22709, UniRef:UniRef50_P22709, UniRef:UniRef90_P22709
contig_1	cds	158444	158842	+	KDBBKD_00885	finO	Fertility inhibition protein	COG:COG3109, COG:T, GO:0003723, RefSeq:WP_038430666.1, SO:0001217, UniParc:UPI000571517F, UniRef:UniRef100_P22707, UniRef:UniRef50_P22707, UniRef:UniRef90_P22707
contig_1	cds	158905	159204	+	KDBBKD_00890	tnp-IS3	IS3 family IS3 transposase	COG:COG2963, COG:X, GO:0003677, GO:0004803, GO:0006313, RefSeq:WP_000169527.1, SO:0001217, UniParc:UPI000005D12B, UniRef:UniRef100_P0CF66, UniRef:UniRef50_P0CF66, UniRef:UniRef90_P0CF66
contig_1	cds	159201	160067	+	KDBBKD_00895	tnp-IS3	IS3 family transposase	GO:0003677, GO:0006310, GO:0015074, GO:0032196, RefSeq:WP_000878218.1, SO:0001217, UniParc:UPI0000000F14, UniRef:UniRef100_P0CF79, UniRef:UniRef50_P0CF79, UniRef:UniRef90_P0CF79
contig_1	cds	160064	160750	-	KDBBKD_00900	ykgA	Putative HTH-type transcriptional regulator YkgA	COG:COG4977, COG:K, GO:0003700, GO:0043565, RefSeq:WP_000621011.1, SO:0001217, UniParc:UPI0000683E5B, UniRef:UniRef100_P77601, UniRef:UniRef50_P77601, UniRef:UniRef90_P77601
contig_1	cds	161340	161933	-	KDBBKD_00905	rclC	reactive chlorine species resistance protein RclC	COG:COG3059, COG:V, GO:0005886, GO:0016021, GO:1901530, RefSeq:WP_001299021.1, SO:0001217, UniParc:UPI000013B6E5, UniRef:UniRef100_P75685, UniRef:UniRef50_P75685, UniRef:UniRef90_P75685
contig_1	cds	162290	163615	-	KDBBKD_00910	rclA	reactive chlorine resistance oxidoreductase RclA	COG:C, COG:COG1249, GO:0004791, GO:0008823, GO:0016651, GO:0045454, GO:0050660, GO:1901530, RefSeq:WP_001046307.1, SO:0001217, UniParc:UPI000013B6E8, UniRef:UniRef100_P77212, UniRef:UniRef50_P77212, UniRef:UniRef90_P77212
contig_1	cds	163841	164695	+	KDBBKD_00915	rclR	DNA-binding transcriptional regulator RclR	COG:COG2207, COG:K, GO:0001216, GO:0043565, GO:0045893, GO:0090347, RefSeq:WP_000339594.1, SO:0001217, UniParc:UPI000013B6E9, UniRef:UniRef100_P77379, UniRef:UniRef50_P77379, UniRef:UniRef90_P77379
contig_1	cds	165222	165941	+	KDBBKD_00920	ykgE	Uncharacterized protein YkgE	COG:C, COG:COG0247, GO:0004459, GO:0005829, KEGG:K18928, RefSeq:WP_001102108.1, SO:0001217, UniParc:UPI000013B6EA, UniRef:UniRef100_P77252, UniRef:UniRef50_P77252, UniRef:UniRef90_P77252
contig_1	cds	165952	167379	+	KDBBKD_00925	ykgF	LutB/LldF family L-lactate oxidation iron-sulfur protein	GO:0019516, GO:0046872, GO:0051539, KEGG:K18929, RefSeq:WP_000023927.1, SO:0001217, UniParc:UPI000013B6EB, UniRef:UniRef100_P77536, UniRef:UniRef50_P77536, UniRef:UniRef90_P77536
contig_1	cds	167372	168067	+	KDBBKD_00930	ykgG	Uncharacterized protein YkgG	COG:C, COG:COG1556, GO:0005829, RefSeq:WP_000370307.1, SO:0001217, UniParc:UPI000013B6EC, UniRef:UniRef100_P77433, UniRef:UniRef50_P77433, UniRef:UniRef90_P77433
contig_1	cds	168310	168978	-	KDBBKD_00935	ykgH	Uncharacterized protein YkgH	GO:0005886, GO:0016021, RefSeq:WP_001209100.1, SO:0001217, UniParc:UPI000013B6ED, UniRef:UniRef100_P77180, UniRef:UniRef50_P77180, UniRef:UniRef90_P77180
contig_1	cds	169191	170861	-	KDBBKD_00940	betA	choline dehydrogenase	COG:COG2303, COG:IR, EC:1.1.99.1, GO:0008802, GO:0008812, GO:0019285, GO:0050660, RefSeq:WP_001159094.1, SO:0001217, UniParc:UPI00001268A2, UniRef:UniRef100_B1XE52, UniRef:UniRef50_Q8FKI9, UniRef:UniRef90_Q8FKI9
contig_1	cds	170875	172347	-	KDBBKD_00945	betB	betaine-aldehyde dehydrogenase	COG:COG1012, COG:I, EC:1.2.1.8, GO:0008802, GO:0019285, GO:0046872, RefSeq:WP_000089110.1, SO:0001217, UniParc:UPI0000168020, UniRef:UniRef100_B1XET7, UniRef:UniRef50_Q8FKI8, UniRef:UniRef90_Q8FKI8
contig_1	cds	172361	172948	-	KDBBKD_00950	betI	transcriptional regulator BetI	COG:COG1309, COG:K, GO:0003677, GO:0003700, GO:0019285, GO:0045892, RefSeq:WP_001335745.1, SO:0001217, UniParc:UPI00001268A5, UniRef:UniRef100_B1XET8, UniRef:UniRef50_Q0TKV9, UniRef:UniRef90_Q0TKV9
contig_1	cds	173077	175110	+	KDBBKD_00955	betT	choline BCCT transporter BetT	COG:COG1292, COG:M, GO:0005886, GO:0005887, GO:0006974, GO:0015220, GO:0016021, GO:0019285, GO:0022857, RefSeq:WP_000131044.1, SO:0001217, UniParc:UPI00001268A7, UniRef:UniRef100_P0ABD0, UniRef:UniRef50_Q6FDF5, UniRef:UniRef90_P0ABD0
contig_1	cds	175985	177073	+	KDBBKD_00960	pdeL	DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL	COG:COG2771, COG:K, EC:3.1.4.52, GO:0000976, GO:0045893, GO:0046872, GO:0071111, RefSeq:WP_001301264.1, SO:0001217, UniParc:UPI000013A0BC, UniRef:UniRef100_P21514, UniRef:UniRef50_P21514, UniRef:UniRef90_P21514
contig_1	cds	177115	178047	-	KDBBKD_00965	yahB	Uncharacterized HTH-type transcriptional regulator YahB	COG:COG0583, COG:K, GO:0000976, GO:0003700, GO:0006355, RefSeq:WP_001084394.1, SO:0001217, UniParc:UPI000013A0BD, UniRef:UniRef100_P77700, UniRef:UniRef50_P77700, UniRef:UniRef90_P77700
contig_1	cds	178139	178636	-	KDBBKD_00970	yahC	Uncharacterized protein YahC	GO:0005886, GO:0016021, RefSeq:WP_001013892.1, SO:0001217, UniParc:UPI000013A0BE, UniRef:UniRef100_P77219, UniRef:UniRef50_P77219, UniRef:UniRef90_P77219
